participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,giveConsentExit.1.player.id_in_group,giveConsentExit.1.player.consent,giveConsentExit.1.player.payoff,giveConsentExit.1.group.id_in_subsession,giveConsentExit.1.subsession.round_number,consented_sort.1.player.id_in_group,consented_sort.1.player.consent,consented_sort.1.player.payoff,consented_sort.1.group.id_in_subsession,consented_sort.1.subsession.round_number,matchingAlg.1.player.id_in_group,matchingAlg.1.player.current_slot_machine_id,matchingAlg.1.player.payoff_current,matchingAlg.1.player.sm_options,matchingAlg.1.player.offer_accepted,matchingAlg.1.player.payoff,matchingAlg.1.group.id_in_subsession,matchingAlg.1.group.super_group,matchingAlg.1.group.alg,matchingAlg.1.group.switching,matchingAlg.1.group.remaining,matchingAlg.1.group.prob_q,matchingAlg.1.subsession.round_number,matchingAlg.2.player.id_in_group,matchingAlg.2.player.current_slot_machine_id,matchingAlg.2.player.payoff_current,matchingAlg.2.player.sm_options,matchingAlg.2.player.offer_accepted,matchingAlg.2.player.payoff,matchingAlg.2.group.id_in_subsession,matchingAlg.2.group.super_group,matchingAlg.2.group.alg,matchingAlg.2.group.switching,matchingAlg.2.group.remaining,matchingAlg.2.group.prob_q,matchingAlg.2.subsession.round_number,matchingAlg.3.player.id_in_group,matchingAlg.3.player.current_slot_machine_id,matchingAlg.3.player.payoff_current,matchingAlg.3.player.sm_options,matchingAlg.3.player.offer_accepted,matchingAlg.3.player.payoff,matchingAlg.3.group.id_in_subsession,matchingAlg.3.group.super_group,matchingAlg.3.group.alg,matchingAlg.3.group.switching,matchingAlg.3.group.remaining,matchingAlg.3.group.prob_q,matchingAlg.3.subsession.round_number,matchingAlg.4.player.id_in_group,matchingAlg.4.player.current_slot_machine_id,matchingAlg.4.player.payoff_current,matchingAlg.4.player.sm_options,matchingAlg.4.player.offer_accepted,matchingAlg.4.player.payoff,matchingAlg.4.group.id_in_subsession,matchingAlg.4.group.super_group,matchingAlg.4.group.alg,matchingAlg.4.group.switching,matchingAlg.4.group.remaining,matchingAlg.4.group.prob_q,matchingAlg.4.subsession.round_number,matchingAlg.5.player.id_in_group,matchingAlg.5.player.current_slot_machine_id,matchingAlg.5.player.payoff_current,matchingAlg.5.player.sm_options,matchingAlg.5.player.offer_accepted,matchingAlg.5.player.payoff,matchingAlg.5.group.id_in_subsession,matchingAlg.5.group.super_group,matchingAlg.5.group.alg,matchingAlg.5.group.switching,matchingAlg.5.group.remaining,matchingAlg.5.group.prob_q,matchingAlg.5.subsession.round_number,matchingAlg.6.player.id_in_group,matchingAlg.6.player.current_slot_machine_id,matchingAlg.6.player.payoff_current,matchingAlg.6.player.sm_options,matchingAlg.6.player.offer_accepted,matchingAlg.6.player.payoff,matchingAlg.6.group.id_in_subsession,matchingAlg.6.group.super_group,matchingAlg.6.group.alg,matchingAlg.6.group.switching,matchingAlg.6.group.remaining,matchingAlg.6.group.prob_q,matchingAlg.6.subsession.round_number,matchingAlg.7.player.id_in_group,matchingAlg.7.player.current_slot_machine_id,matchingAlg.7.player.payoff_current,matchingAlg.7.player.sm_options,matchingAlg.7.player.offer_accepted,matchingAlg.7.player.payoff,matchingAlg.7.group.id_in_subsession,matchingAlg.7.group.super_group,matchingAlg.7.group.alg,matchingAlg.7.group.switching,matchingAlg.7.group.remaining,matchingAlg.7.group.prob_q,matchingAlg.7.subsession.round_number,matchingAlg.8.player.id_in_group,matchingAlg.8.player.current_slot_machine_id,matchingAlg.8.player.payoff_current,matchingAlg.8.player.sm_options,matchingAlg.8.player.offer_accepted,matchingAlg.8.player.payoff,matchingAlg.8.group.id_in_subsession,matchingAlg.8.group.super_group,matchingAlg.8.group.alg,matchingAlg.8.group.switching,matchingAlg.8.group.remaining,matchingAlg.8.group.prob_q,matchingAlg.8.subsession.round_number,matchingAlg.9.player.id_in_group,matchingAlg.9.player.current_slot_machine_id,matchingAlg.9.player.payoff_current,matchingAlg.9.player.sm_options,matchingAlg.9.player.offer_accepted,matchingAlg.9.player.payoff,matchingAlg.9.group.id_in_subsession,matchingAlg.9.group.super_group,matchingAlg.9.group.alg,matchingAlg.9.group.switching,matchingAlg.9.group.remaining,matchingAlg.9.group.prob_q,matchingAlg.9.subsession.round_number,matchingAlg.10.player.id_in_group,matchingAlg.10.player.current_slot_machine_id,matchingAlg.10.player.payoff_current,matchingAlg.10.player.sm_options,matchingAlg.10.player.offer_accepted,matchingAlg.10.player.payoff,matchingAlg.10.group.id_in_subsession,matchingAlg.10.group.super_group,matchingAlg.10.group.alg,matchingAlg.10.group.switching,matchingAlg.10.group.remaining,matchingAlg.10.group.prob_q,matchingAlg.10.subsession.round_number,survey.1.player.id_in_group,survey.1.player.secret_code,survey.1.player.mTurk_id,survey.1.player.age,survey.1.player.gender,survey.1.player.education,survey.1.player.geographic,survey.1.player.previous_mturk,survey.1.player.satisfaction,survey.1.player.reasoning_stay,survey.1.player.reasoning_switch,survey.1.player.reasoning_quit,survey.1.player.payoff,survey.1.group.id_in_subsession,survey.1.subsession.round_number
1,w84b4vw4,,0,35,35,survey,1,SecretCode,10.148.19.3,2017-10-31 20:05:01.555388+00:00,1,,,68,$68.00 ,ofu1tae1,,,,,,0,$0.00 ,0.01,1,,0,1,1,6,,0,2,1,1,6,12,"{""0"": 8, ""1"": 0, ""2"": 9, ""3"": 1, ""4"": 1, ""5"": 8, ""6"": 11, ""7"": 3, ""8"": 2, ""9"": 3, ""10"": 4, ""11"": 6, ""12"": 11}",1,12,1,1,self,"[0, 1, 2]",[],"{""0"": 0.0, ""1"": 0.19, ""2"": 0.36000000000000004, ""3"": 0.51, ""4"": 0.6400000000000001, ""5"": 0.75, ""6"": 0.84, ""7"": 0.9099999999999999, ""8"": 0.96, ""9"": 0.9900000000000001, ""10"": 1.0, ""11"": 0.99, ""12"": 0.96, ""13"": 0.9099999999999999, ""14"": 0.8400000000000001, ""15"": 0.75, ""16"": 0.6399999999999999, ""17"": 0.51, ""18"": 0.35999999999999993, ""19"": 0.19000000000000017, ""20"": 0.0}",1,1,6,11,NA,2,11,1,1,self,"[1, 2]",[0],"{""0"": 0.0, ""1"": 0.15833333333333333, ""2"": 0.36000000000000004, ""3"": 0.425, ""4"": 0.6400000000000001, ""5"": 0.46875, ""6"": 0.6, ""7"": 0.69375, ""8"": 0.6, ""9"": 0.55, ""10"": 0.8571428571428571, ""11"": 0.61875, ""12"": 0.6857142857142857, ""13"": 0.7928571428571428, ""14"": 0.525, ""15"": 0.4166666666666667, ""16"": 0.29090909090909084, ""17"": 0.36428571428571427, ""18"": 0.25714285714285706, ""19"": 0.15833333333333346, ""20"": 0.0}",2,1,10,6,"{""0"": 8, ""1"": 0, ""2"": 9, ""3"": 1, ""4"": 1, ""5"": 8, ""7"": 3, ""8"": 2, ""9"": 3, ""10"": 4, ""11"": 6}",2,6,1,1,self,"[0, 1]",[2],"{""0"": 0.0, ""1"": 0.13194444444444445, ""2"": 0.36000000000000004, ""3"": 0.3541666666666667, ""4"": 0.6400000000000001, ""5"": 0.334375, ""6"": 0.42857142857142855, ""7"": 0.55859375, ""8"": 0.375, ""9"": 0.3055555555555556, ""10"": 0.8979591836734694, ""11"": 0.4548611111111111, ""12"": 0.489795918367347, ""13"": 0.7091836734693876, ""14"": 0.328125, ""15"": 0.20833333333333334, ""16"": 0.13223140495867766, ""17"": 0.2602040816326531, ""18"": 0.18367346938775506, ""19"": 0.13194444444444456, ""20"": 0.0}",3,1,11,8,"{""0"": 8, ""1"": 0, ""2"": 9, ""3"": 1, ""4"": 1, ""5"": 8, ""7"": 3, ""8"": 2, ""9"": 3, ""11"": 6}",2,8,1,1,self,"[0, 1]",[2],"{""0"": 0.16666666666666666, ""1"": 0.1099537037037037, ""2"": 0.36000000000000004, ""3"": 0.3463541666666667, ""4"": 0.7000000000000002, ""5"": 0.2671875, ""6"": 0.39285714285714285, ""7"": 0.379296875, ""8"": 0.234375, ""9"": 0.1697530864197531, ""10"": 0.9271137026239067, ""11"": 0.3638117283950617, ""12"": 0.3498542274052478, ""13"": 0.6494169096209912, ""14"": 0.205078125, ""15"": 0.09469696969696971, ""16"": 0.060105184072126214, ""17"": 0.1858600583090379, ""18"": 0.1311953352769679, ""19"": 0.09424603174603183, ""20"": 0.0}",4,1,8,2,"{""0"": 8, ""1"": 0, ""2"": 9, ""3"": 1, ""4"": 1, ""5"": 8, ""7"": 3, ""8"": 2, ""9"": 3}",2,2,1,1,self,"[0, 1]",[2],"{""0"": 0.3055555555555555, ""1"": 0.09162808641975308, ""2"": 0.46666666666666673, ""3"": 0.3035300925925926, ""4"": 0.7500000000000001, ""5"": 0.23359375, ""6"": 0.32936507936507936, ""7"": 0.3896484375, ""8"": 0.24131944444444445, ""9"": 0.09430727023319616, ""10"": 0.9479383590170762, ""11"": 0.3132287379972565, ""12"": 0.24989587671803415, ""13"": 0.6067263640149937, ""14"": 0.128173828125, ""15"": 0.04304407713498623, ""16"": 0.027320538214602827, ""17"": 0.13275718450645566, ""18"": 0.09371095376926278, ""19"": 0.058903769841269896, ""20"": 0.0}",5,1,1,0,"{""0"": 8, ""1"": 0, ""2"": 9, ""3"": 1, ""4"": 1, ""5"": 8, ""7"": 3, ""9"": 3}",2,0,1,1,self,"[0, 1]",[2],"{""0"": 0.4212962962962963, ""1"": 0.06544863315696649, ""2"": 0.6190476190476192, ""3"": 0.3908500514403292, ""4"": 0.8214285714285714, ""5"": 0.216796875, ""6"": 0.2940917107583774, ""7"": 0.35893110795454547, ""8"": 0.2451774691358025, ""9"": 0.0523929279073312, ""10"": 0.9628131135836259, ""11"": 0.28512707666514253, ""12"": 0.15618492294877134, ""13"": 0.576233117153567, ""14"": 0.080108642578125, ""15"": 0.019565489606811922, ""16"": 0.012418426461183104, ""17"": 0.09482656036175405, ""18"": 0.06693639554947341, ""19"": 0.03681485615079368, ""20"": 0.0}",6,1,7,2,"{""0"": 8, ""2"": 9, ""3"": 1, ""4"": 1, ""5"": 8, ""7"": 3, ""9"": 3}",2,2,1,1,self,"[0, 1]",[2],"{""0"": 0.5866402116402115, ""1"": 0.04674902368354749, ""2"": 0.761904761904762, ""3"": 0.3594772961092405, ""4"": 0.8724489795918366, ""5"": 0.3083984375, ""6"": 0.2470458553791887, ""7"": 0.3449686854338843, ""8"": 0.22258873456790126, ""9"": 0.029107182170739557, ""10"": 0.9734379382740185, ""11"": 0.26951504259174586, ""12"": 0.09761557684298208, ""13"": 0.48514569822097936, ""14"": 0.044504801432291664, ""15"": 0.008152287336171635, ""16"": 0.0056447393005377745, ""17"": 0.0677332574012529, ""18"": 0.04183524721842088, ""19"": 0.023009285094246053, ""20"": 0.0}",7,1,9,4,"{""0"": 8, ""2"": 9, ""3"": 1, ""4"": 1, ""5"": 8, ""9"": 3}",2,4,1,1,self,"[0, 1]",[2],"{""0"": 0.7416501322751322, ""1"": 0.033392159773962496, ""2"": 0.8677248677248678, ""3"": 0.3452169527769275, ""4"": 0.9088921282798833, ""5"": 0.35419921875, ""6"": 0.22352292768959434, ""7"": 0.3104036189307851, ""8"": 0.21129436728395062, ""9"": 0.014553591085369777, ""10"": 0.9810270987671561, ""11"": 0.2608416903287477, ""12"": 0.04880778842149104, ""13"": 0.4282160613881121, ""14"": 0.02472488968460648, ""15"": 0.0033967863900715143, ""16"": 0.0021710535771299133, ""17"": 0.04233328587578306, ""18"": 0.02614702951151305, ""19"": 0.014380803183903782, ""20"": 0.0}",8,1,0,12,"{""0"": 8, ""2"": 9, ""3"": 1, ""4"": 1, ""5"": 8}",1,12,1,1,self,"[0, 1]",[2],"{""0"": 0.7453611845972957, ""1"": 0.023851542695687494, ""2"": 0.9265138154027043, ""3"": 0.4771737303237198, ""4"": 0.943057580174927, ""5"": 0.377099609375, ""6"": 0.31176146384479714, ""7"": 0.29600150788782714, ""8"": 0.17137265303497942, ""9"": 0.007276795542684888, ""10"": 0.8631419367294726, ""11"": 0.2560231612937487, ""12"": 0.02440389421074552, ""13"": 0.34900892299339564, ""14"": 0.013736049824781377, ""15"": 0.0013064563038736594, ""16"": 0.0007753762775463976, ""17"": 0.026458303672364413, ""18"": 0.016341893444695655, ""19"": 0.008988001989939863, ""20"": 0.0}",9,1,0,11,NA,,11,1,1,self,"[1, 2]",[0],"{""0"": 0.7726805922986479, ""1"": 0.01703681621120535, ""2"": 0.7847790070012292, ""3"": 0.5321557209682166, ""4"": 0.9644109876093294, ""5"": 0.3758075420673077, ""6"": 0.35588073192239855, ""7"": 0.2900006282865946, ""8"": 0.15473860543124143, ""9"": 0.0863653314761187, ""10"": 0.8128566315163737, ""11"": 0.22801158064687438, ""12"": 0.011092679186702509, ""13"": 0.30500495721855314, ""14"": 0.0068680249123906885, ""15"": 0.07742556011687449, ""16"": 0.0002769200991237134, ""17"": 0.01653643979522776, ""18"": 0.010213683402934784, ""19"": 0.005617501243712414, ""20"": 0.0}",10,1,55U927,A32QJF67JMJFKX,30,Male,Attended College,"Naples, United States",5000,Displeased,I tried to maximize my earnings,I thought the payment wasn't high enough on that planet,I didn't,0,1,1
2,kj9uv489,,0,35,35,survey,1,SecretCode,10.30.53.152,2017-10-31 20:05:02.039956+00:00,1,,,43,$43.00 ,ofu1tae1,,,,,,0,$0.00 ,0.01,2,,0,1,1,3,,0,2,1,2,4,7,"{""0"": 12, ""1"": 0, ""2"": 10, ""3"": 0, ""4"": 10, ""5"": 6, ""6"": 7, ""7"": 1, ""8"": 4, ""9"": 8, ""10"": 2, ""11"": 2, ""12"": 10}",2,7,1,1,self,"[0, 1, 2]",[],"{""0"": 0.0, ""1"": 0.19, ""2"": 0.36000000000000004, ""3"": 0.51, ""4"": 0.6400000000000001, ""5"": 0.75, ""6"": 0.84, ""7"": 0.9099999999999999, ""8"": 0.96, ""9"": 0.9900000000000001, ""10"": 1.0, ""11"": 0.99, ""12"": 0.96, ""13"": 0.9099999999999999, ""14"": 0.8400000000000001, ""15"": 0.75, ""16"": 0.6399999999999999, ""17"": 0.51, ""18"": 0.35999999999999993, ""19"": 0.19000000000000017, ""20"": 0.0}",1,2,2,5,"{""0"": 12, ""1"": 0, ""2"": 10, ""3"": 0, ""5"": 6, ""7"": 1, ""8"": 4, ""9"": 8, ""10"": 2, ""11"": 2, ""12"": 10}",2,5,1,1,self,"[1, 2]",[0],"{""0"": 0.0, ""1"": 0.15833333333333333, ""2"": 0.36000000000000004, ""3"": 0.425, ""4"": 0.6400000000000001, ""5"": 0.46875, ""6"": 0.6, ""7"": 0.69375, ""8"": 0.6, ""9"": 0.55, ""10"": 0.8571428571428571, ""11"": 0.61875, ""12"": 0.6857142857142857, ""13"": 0.7928571428571428, ""14"": 0.525, ""15"": 0.4166666666666667, ""16"": 0.29090909090909084, ""17"": 0.36428571428571427, ""18"": 0.25714285714285706, ""19"": 0.15833333333333346, ""20"": 0.0}",2,2,8,3,"{""0"": 12, ""1"": 0, ""3"": 0, ""5"": 6, ""6"": 7, ""7"": 1, ""8"": 4, ""9"": 8, ""10"": 2, ""11"": 2}",2,3,1,1,self,"[0, 1]",[2],"{""0"": 0.0, ""1"": 0.13194444444444445, ""2"": 0.36000000000000004, ""3"": 0.3541666666666667, ""4"": 0.6400000000000001, ""5"": 0.334375, ""6"": 0.42857142857142855, ""7"": 0.55859375, ""8"": 0.375, ""9"": 0.3055555555555556, ""10"": 0.8979591836734694, ""11"": 0.4548611111111111, ""12"": 0.489795918367347, ""13"": 0.7091836734693876, ""14"": 0.328125, ""15"": 0.20833333333333334, ""16"": 0.13223140495867766, ""17"": 0.2602040816326531, ""18"": 0.18367346938775506, ""19"": 0.13194444444444456, ""20"": 0.0}",3,2,5,2,"{""0"": 12, ""1"": 0, ""3"": 0, ""5"": 6, ""6"": 7, ""7"": 1, ""9"": 8, ""10"": 2, ""11"": 2}",2,2,1,1,self,"[0, 1]",[2],"{""0"": 0.16666666666666666, ""1"": 0.1099537037037037, ""2"": 0.36000000000000004, ""3"": 0.3463541666666667, ""4"": 0.7000000000000002, ""5"": 0.2671875, ""6"": 0.39285714285714285, ""7"": 0.379296875, ""8"": 0.234375, ""9"": 0.1697530864197531, ""10"": 0.9271137026239067, ""11"": 0.3638117283950617, ""12"": 0.3498542274052478, ""13"": 0.6494169096209912, ""14"": 0.205078125, ""15"": 0.09469696969696971, ""16"": 0.060105184072126214, ""17"": 0.1858600583090379, ""18"": 0.1311953352769679, ""19"": 0.09424603174603183, ""20"": 0.0}",4,2,10,4,"{""0"": 12, ""1"": 0, ""3"": 0, ""6"": 7, ""7"": 1, ""9"": 8, ""10"": 2, ""11"": 2}",2,4,1,1,self,"[0, 1]",[2],"{""0"": 0.3055555555555555, ""1"": 0.09162808641975308, ""2"": 0.46666666666666673, ""3"": 0.3035300925925926, ""4"": 0.7500000000000001, ""5"": 0.23359375, ""6"": 0.32936507936507936, ""7"": 0.3896484375, ""8"": 0.24131944444444445, ""9"": 0.09430727023319616, ""10"": 0.9479383590170762, ""11"": 0.3132287379972565, ""12"": 0.24989587671803415, ""13"": 0.6067263640149937, ""14"": 0.128173828125, ""15"": 0.04304407713498623, ""16"": 0.027320538214602827, ""17"": 0.13275718450645566, ""18"": 0.09371095376926278, ""19"": 0.058903769841269896, ""20"": 0.0}",5,2,11,2,"{""0"": 12, ""1"": 0, ""3"": 0, ""6"": 7, ""7"": 1, ""9"": 8, ""11"": 2}",2,2,1,1,self,"[0, 1]",[2],"{""0"": 0.4212962962962963, ""1"": 0.06544863315696649, ""2"": 0.6190476190476192, ""3"": 0.3908500514403292, ""4"": 0.8214285714285714, ""5"": 0.216796875, ""6"": 0.2940917107583774, ""7"": 0.35893110795454547, ""8"": 0.2451774691358025, ""9"": 0.0523929279073312, ""10"": 0.9628131135836259, ""11"": 0.28512707666514253, ""12"": 0.15618492294877134, ""13"": 0.576233117153567, ""14"": 0.080108642578125, ""15"": 0.019565489606811922, ""16"": 0.012418426461183104, ""17"": 0.09482656036175405, ""18"": 0.06693639554947341, ""19"": 0.03681485615079368, ""20"": 0.0}",6,2,1,0,"{""0"": 12, ""1"": 0, ""3"": 0, ""6"": 7, ""7"": 1, ""9"": 8}",2,0,1,1,self,"[0, 1]",[2],"{""0"": 0.5866402116402115, ""1"": 0.04674902368354749, ""2"": 0.761904761904762, ""3"": 0.3594772961092405, ""4"": 0.8724489795918366, ""5"": 0.3083984375, ""6"": 0.2470458553791887, ""7"": 0.3449686854338843, ""8"": 0.22258873456790126, ""9"": 0.029107182170739557, ""10"": 0.9734379382740185, ""11"": 0.26951504259174586, ""12"": 0.09761557684298208, ""13"": 0.48514569822097936, ""14"": 0.044504801432291664, ""15"": 0.008152287336171635, ""16"": 0.0056447393005377745, ""17"": 0.0677332574012529, ""18"": 0.04183524721842088, ""19"": 0.023009285094246053, ""20"": 0.0}",7,2,3,3,"{""0"": 12, ""3"": 0, ""6"": 7, ""7"": 1, ""9"": 8}",2,3,1,1,self,"[0, 1]",[2],"{""0"": 0.7416501322751322, ""1"": 0.033392159773962496, ""2"": 0.8677248677248678, ""3"": 0.3452169527769275, ""4"": 0.9088921282798833, ""5"": 0.35419921875, ""6"": 0.22352292768959434, ""7"": 0.3104036189307851, ""8"": 0.21129436728395062, ""9"": 0.014553591085369777, ""10"": 0.9810270987671561, ""11"": 0.2608416903287477, ""12"": 0.04880778842149104, ""13"": 0.4282160613881121, ""14"": 0.02472488968460648, ""15"": 0.0033967863900715143, ""16"": 0.0021710535771299133, ""17"": 0.04233328587578306, ""18"": 0.02614702951151305, ""19"": 0.014380803183903782, ""20"": 0.0}",8,2,6,5,"{""0"": 12, ""6"": 7, ""7"": 1, ""9"": 8}",2,5,1,1,self,"[0, 1]",[2],"{""0"": 0.7453611845972957, ""1"": 0.023851542695687494, ""2"": 0.9265138154027043, ""3"": 0.4771737303237198, ""4"": 0.943057580174927, ""5"": 0.377099609375, ""6"": 0.31176146384479714, ""7"": 0.29600150788782714, ""8"": 0.17137265303497942, ""9"": 0.007276795542684888, ""10"": 0.8631419367294726, ""11"": 0.2560231612937487, ""12"": 0.02440389421074552, ""13"": 0.34900892299339564, ""14"": 0.013736049824781377, ""15"": 0.0013064563038736594, ""16"": 0.0007753762775463976, ""17"": 0.026458303672364413, ""18"": 0.016341893444695655, ""19"": 0.008988001989939863, ""20"": 0.0}",9,2,12,12,"{""7"": 1, ""9"": 8, ""12"": 10}",,12,1,1,self,"[1, 2]",[0],"{""0"": 0.7726805922986479, ""1"": 0.01703681621120535, ""2"": 0.7847790070012292, ""3"": 0.5321557209682166, ""4"": 0.9644109876093294, ""5"": 0.3758075420673077, ""6"": 0.35588073192239855, ""7"": 0.2900006282865946, ""8"": 0.15473860543124143, ""9"": 0.0863653314761187, ""10"": 0.8128566315163737, ""11"": 0.22801158064687438, ""12"": 0.011092679186702509, ""13"": 0.30500495721855314, ""14"": 0.0068680249123906885, ""15"": 0.07742556011687449, ""16"": 0.0002769200991237134, ""17"": 0.01653643979522776, ""18"": 0.010213683402934784, ""19"": 0.005617501243712414, ""20"": 0.0}",10,2,EHBVL2,AK3H5QRAROFGP,29,Male,Bachelor_验s Degree,"Lyman, SC, USA",4000,Neutral,I switched each round,I switched because I wasn't satisfied with payment,n/a,0,1,1
