participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.participation_fee,giveConsentExit.1.player.id_in_group,giveConsentExit.1.player.consent,giveConsentExit.1.player.payoff,giveConsentExit.1.group.id_in_subsession,giveConsentExit.1.subsession.round_number,consented_sort.1.player.id_in_group,consented_sort.1.player.consent,consented_sort.1.player.payoff,consented_sort.1.group.id_in_subsession,consented_sort.1.subsession.round_number,matchingAlg.1.player.id_in_group,matchingAlg.1.player.current_slot_machine_id,matchingAlg.1.player.payoff_current,matchingAlg.1.player.sm_options,matchingAlg.1.player.offer_accepted,matchingAlg.1.player.payoff,matchingAlg.1.group.id_in_subsession,matchingAlg.1.group.super_group,matchingAlg.1.group.alg,matchingAlg.1.group.switching,matchingAlg.1.group.remaining,matchingAlg.1.group.prob_q,matchingAlg.1.subsession.round_number,matchingAlg.2.player.id_in_group,matchingAlg.2.player.current_slot_machine_id,matchingAlg.2.player.payoff_current,matchingAlg.2.player.sm_options,matchingAlg.2.player.offer_accepted,matchingAlg.2.player.payoff,matchingAlg.2.group.id_in_subsession,matchingAlg.2.group.super_group,matchingAlg.2.group.alg,matchingAlg.2.group.switching,matchingAlg.2.group.remaining,matchingAlg.2.group.prob_q,matchingAlg.2.subsession.round_number,matchingAlg.3.player.id_in_group,matchingAlg.3.player.current_slot_machine_id,matchingAlg.3.player.payoff_current,matchingAlg.3.player.sm_options,matchingAlg.3.player.offer_accepted,matchingAlg.3.player.payoff,matchingAlg.3.group.id_in_subsession,matchingAlg.3.group.super_group,matchingAlg.3.group.alg,matchingAlg.3.group.switching,matchingAlg.3.group.remaining,matchingAlg.3.group.prob_q,matchingAlg.3.subsession.round_number,matchingAlg.4.player.id_in_group,matchingAlg.4.player.current_slot_machine_id,matchingAlg.4.player.payoff_current,matchingAlg.4.player.sm_options,matchingAlg.4.player.offer_accepted,matchingAlg.4.player.payoff,matchingAlg.4.group.id_in_subsession,matchingAlg.4.group.super_group,matchingAlg.4.group.alg,matchingAlg.4.group.switching,matchingAlg.4.group.remaining,matchingAlg.4.group.prob_q,matchingAlg.4.subsession.round_number,matchingAlg.5.player.id_in_group,matchingAlg.5.player.current_slot_machine_id,matchingAlg.5.player.payoff_current,matchingAlg.5.player.sm_options,matchingAlg.5.player.offer_accepted,matchingAlg.5.player.payoff,matchingAlg.5.group.id_in_subsession,matchingAlg.5.group.super_group,matchingAlg.5.group.alg,matchingAlg.5.group.switching,matchingAlg.5.group.remaining,matchingAlg.5.group.prob_q,matchingAlg.5.subsession.round_number,matchingAlg.6.player.id_in_group,matchingAlg.6.player.current_slot_machine_id,matchingAlg.6.player.payoff_current,matchingAlg.6.player.sm_options,matchingAlg.6.player.offer_accepted,matchingAlg.6.player.payoff,matchingAlg.6.group.id_in_subsession,matchingAlg.6.group.super_group,matchingAlg.6.group.alg,matchingAlg.6.group.switching,matchingAlg.6.group.remaining,matchingAlg.6.group.prob_q,matchingAlg.6.subsession.round_number,matchingAlg.7.player.id_in_group,matchingAlg.7.player.current_slot_machine_id,matchingAlg.7.player.payoff_current,matchingAlg.7.player.sm_options,matchingAlg.7.player.offer_accepted,matchingAlg.7.player.payoff,matchingAlg.7.group.id_in_subsession,matchingAlg.7.group.super_group,matchingAlg.7.group.alg,matchingAlg.7.group.switching,matchingAlg.7.group.remaining,matchingAlg.7.group.prob_q,matchingAlg.7.subsession.round_number,matchingAlg.8.player.id_in_group,matchingAlg.8.player.current_slot_machine_id,matchingAlg.8.player.payoff_current,matchingAlg.8.player.sm_options,matchingAlg.8.player.offer_accepted,matchingAlg.8.player.payoff,matchingAlg.8.group.id_in_subsession,matchingAlg.8.group.super_group,matchingAlg.8.group.alg,matchingAlg.8.group.switching,matchingAlg.8.group.remaining,matchingAlg.8.group.prob_q,matchingAlg.8.subsession.round_number,matchingAlg.9.player.id_in_group,matchingAlg.9.player.current_slot_machine_id,matchingAlg.9.player.payoff_current,matchingAlg.9.player.sm_options,matchingAlg.9.player.offer_accepted,matchingAlg.9.player.payoff,matchingAlg.9.group.id_in_subsession,matchingAlg.9.group.super_group,matchingAlg.9.group.alg,matchingAlg.9.group.switching,matchingAlg.9.group.remaining,matchingAlg.9.group.prob_q,matchingAlg.9.subsession.round_number,matchingAlg.10.player.id_in_group,matchingAlg.10.player.current_slot_machine_id,matchingAlg.10.player.payoff_current,matchingAlg.10.player.sm_options,matchingAlg.10.player.offer_accepted,matchingAlg.10.player.payoff,matchingAlg.10.group.id_in_subsession,matchingAlg.10.group.super_group,matchingAlg.10.group.alg,matchingAlg.10.group.switching,matchingAlg.10.group.remaining,matchingAlg.10.group.prob_q,matchingAlg.10.subsession.round_number,survey.1.player.id_in_group,survey.1.player.secret_code,survey.1.player.mTurk_id,survey.1.player.age,survey.1.player.gender,survey.1.player.education,survey.1.player.geographic,survey.1.player.previous_mturk,survey.1.player.satisfaction,survey.1.player.reasoning_stay,survey.1.player.reasoning_switch,survey.1.player.reasoning_quit,survey.1.player.payoff,survey.1.group.id_in_subsession,survey.1.subsession.round_number
1,ieafweua,,0,35,35,survey,1,SecretCode,10.65.202.151,2017-11-20 20:57:04.168953+00:00,1,,,124,$124.00 ,gw81rxlf,,,,,,0,0.01,$0.00 ,1,,0,1,1,4,,0,2,1,1,9,18,"{""0"": 14, ""1"": 13, ""2"": 12, ""3"": 6, ""4"": 4, ""5"": 13, ""6"": 20, ""7"": 15, ""8"": 20, ""9"": 11, ""10"": 15, ""11"": 18, ""12"": 16}",2,18,1,1,self,"[0, 1, 2]",[],"{""0"": 0.0, ""1"": 0.19, ""2"": 0.36000000000000004, ""3"": 0.51, ""4"": 0.6400000000000001, ""5"": 0.75, ""6"": 0.84, ""7"": 0.9099999999999999, ""8"": 0.96, ""9"": 0.9900000000000001, ""10"": 1.0, ""11"": 0.99, ""12"": 0.96, ""13"": 0.9099999999999999, ""14"": 0.8400000000000001, ""15"": 0.75, ""16"": 0.6399999999999999, ""17"": 0.51, ""18"": 0.35999999999999993, ""19"": 0.19000000000000017, ""20"": 0.0}",1,1,2,10,"{""0"": 14, ""2"": 12, ""3"": 6, ""4"": 4, ""5"": 13, ""6"": 20, ""7"": 15, ""8"": 20, ""10"": 15, ""11"": 18, ""12"": 16}",2,10,1,1,self,[0],[2],"{""0"": 0.2727272727272727, ""1"": 0.2138888888888889, ""2"": 0.4, ""3"": 0.540625, ""4"": 0.6636363636363637, ""5"": 0.703125, ""6"": 0.7090909090909091, ""7"": 0.7354166666666666, ""8"": 0.7666666666666666, ""9"": 0.8342105263157895, ""10"": 0.72, ""11"": 0.7547619047619047, ""12"": 0.7333333333333333, ""13"": 0.5048387096774193, ""14"": 0.7300000000000001, ""15"": 0.49074074074074076, ""16"": 0.48571428571428565, ""17"": 0.3435483870967742, ""18"": 0.27096774193548384, ""19"": 0.20892857142857152, ""20"": 0.045454545454545456}",2,1,4,3,"{""0"": 14, ""1"": 13, ""3"": 6, ""4"": 4, ""5"": 13, ""6"": 20, ""7"": 15, ""8"": 20, ""10"": 15, ""11"": 18, ""12"": 16}",2,3,1,1,self,[0],[],"{""0"": 0.4586776859504132, ""1"": 0.23379629629629634, ""2"": 0.4375, ""3"": 0.5693359375, ""4"": 0.6797520661157025, ""5"": 0.6591796875, ""6"": 0.6198347107438017, ""7"": 0.6263020833333334, ""8"": 0.62, ""9"": 0.711218836565097, ""10"": 0.5481481481481482, ""11"": 0.560064935064935, ""12"": 0.5714285714285714, ""13"": 0.3203812316715542, ""14"": 0.6065217391304348, ""15"": 0.35727969348659, ""16"": 0.38916256157635465, ""17"": 0.24706744868035188, ""18"": 0.20777988614800758, ""19"": 0.20446428571428577, ""20"": 0.05959595959595959}",3,1,3,3,"{""0"": 14, ""1"": 13, ""3"": 6, ""5"": 13, ""6"": 20, ""7"": 15, ""8"": 20, ""10"": 15, ""11"": 18, ""12"": 16}",2,3,1,1,self,[0],[],"{""0"": 0.5854620586025544, ""1"": 0.25038580246913583, ""2"": 0.47265625, ""3"": 0.6200022977941176, ""4"": 0.6907400450788881, ""5"": 0.61798095703125, ""6"": 0.5589782118707739, ""7"": 0.55810546875, ""8"": 0.532, ""9"": 0.6141201341303397, ""10"": 0.4526748971193416, ""11"": 0.42731700118063753, ""12"": 0.4557823129251701, ""13"": 0.2365369234870701, ""14"": 0.5259924385633271, ""15"": 0.28824811732065, ""16"": 0.3392220146084593, ""17"": 0.2032124766728872, ""18"": 0.17990289094765038, ""19"": 0.2022321428571429, ""20"": 0.0643097643097643}",4,1,0,16,"{""0"": 14, ""1"": 13, ""5"": 13, ""6"": 20, ""7"": 15, ""8"": 20, ""10"": 15, ""11"": 18, ""12"": 16}",1,16,1,1,self,[0],[],"{""0"": 0.6719059490471962, ""1"": 0.2642103909465021, ""2"": 0.4758731617647059, ""3"": 0.6833352481617647, ""4"": 0.6982318489174237, ""5"": 0.5793571472167969, ""6"": 0.5174851444573458, ""7"": 0.5154825846354166, ""8"": 0.4792, ""9"": 0.5374632637871103, ""10"": 0.4366712391403749, ""11"": 0.32216326163954623, ""12"": 0.37317784256559766, ""13"": 0.19258981918547208, ""14"": 0.47347332949782206, ""15"": 0.25254212964861206, ""16"": 0.313390697211272, ""17"": 0.183278398487676, ""18"": 0.16760421659455163, ""19"": 0.20111607142857144, ""20"": 0.06588103254769921}",5,1,0,16,NA,1,16,1,1,self,[],[0],"{""0"": 0.7308449652594521, ""1"": 0.27573088134430734, ""2"": 0.5375351427335641, ""3"": 0.7361127068014706, ""4"": 0.6727599014678851, ""5"": 0.5431473255157471, ""6"": 0.48919441667546304, ""7"": 0.48884328206380206, ""8"": 0.44752000000000003, ""9"": 0.47694468193719236, ""10"": 0.427780318040949, ""11"": 0.2732979569837277, ""12"": 0.3141746494516174, ""13"": 0.17320139081712002, ""14"": 0.43922173662901437, ""15"": 0.234073515335489, ""16"": 0.29002868193896936, ""17"": 0.17421745385803455, ""18"": 0.16217833085053748, ""19"": 0.2005580357142857, ""20"": 0.06640478862701085}",6,1,0,12,NA,2,12,1,1,self,[],[0],"{""0"": 0.7710306581314446, ""1"": 0.28533129000914503, ""2"": 0.5919427730002036, ""3"": 0.7800939223345588, ""4"": 0.6561477618268816, ""5"": 0.5092006176710129, ""6"": 0.46990528409690663, ""7"": 0.47219371795654297, ""8"": 0.42851200000000006, ""9"": 0.42916685416094136, ""10"": 0.42284091743015684, ""11"": 0.24397877419023664, ""12"": 0.27202951151306004, ""13"": 0.16464767241931766, ""14"": 0.416883741279792, ""15"": 0.22452078379421844, ""16"": 0.26936871706724325, ""17"": 0.170098842662743, ""18"": 0.1597845577281783, ""19"": 0.20027901785714286, ""20"": 0.0665793739867814}",7,1,12,15,"{""1"": 13, ""5"": 13, ""6"": 20, ""7"": 15, ""8"": 20, ""10"": 15, ""11"": 18, ""12"": 16}",2,15,1,1,self,[0],[],"{""0"": 0.7984299941805304, ""1"": 0.2933316305631764, ""2"": 0.6399495055884149, ""3"": 0.816744935278799, ""4"": 0.6887920185827489, ""5"": 0.4773755790665746, ""6"": 0.4567536027933455, ""7"": 0.46178774038950604, ""8"": 0.4171072, ""9"": 0.3914475164428484, ""10"": 0.40509334862329827, ""11"": 0.306387264514142, ""12"": 0.2643670727259087, ""13"": 0.16087397312616958, ""14"": 0.38555233829987, ""15"": 0.21957971575563023, ""16"": 0.2593719598712468, ""17"": 0.1682267466648832, ""18"": 0.1587284813506669, ""19"": 0.2001395089285714, ""20"": 0.06663756910670492}",8,1,7,15,"{""1"": 13, ""5"": 13, ""6"": 20, ""7"": 15, ""8"": 20, ""10"": 15, ""11"": 18}",2,15,1,1,self,[0],[],"{""0"": 0.8171113596685434, ""1"": 0.29999858102486926, ""2"": 0.6823083872838955, ""3"": 0.8472874460656659, ""4"": 0.7100817512496187, ""5"": 0.44753960537491366, ""6"": 0.4477865473590992, ""7"": 0.4552840044101079, ""8"": 0.39448492307692307, ""9"": 0.3616690919285645, ""10"": 0.43130000819105263, ""11"": 0.33060803721969734, ""12"": 0.24856275378702627, ""13"": 0.15920910579095718, ""14"": 0.4076368781040854, ""15"": 0.24312319121114845, ""16"": 0.2545348192925388, ""17"": 0.1673757939385833, ""18"": 0.15826256530176483, ""19"": 0.2000697544642857, ""20"": 0.06665696748001275}",9,1,10,16,"{""1"": 13, ""5"": 13, ""6"": 20, ""8"": 20, ""10"": 15, ""11"": 18}",,16,1,1,self,[0],[],"{""0"": 0.8298486543194614, ""1"": 0.3055543730762799, ""2"": 0.7196838711328489, ""3"": 0.8727395383880548, ""4"": 0.7239663595106209, ""5"": 0.41956838003898156, ""6"": 0.4416726459266585, ""7"": 0.4512191694229841, ""8"": 0.41989514792899413, ""9"": 0.3381598094172878, ""10"": 0.44533929010234957, ""11"": 0.3688563169739059, ""12"": 0.22913765227221575, ""13"": 0.1584746054960105, ""14"": 0.42143971548172, ""15"": 0.2789305763924912, ""16"": 0.25219426739961553, ""17"": 0.162077556149375, ""18"": 0.15805701410371978, ""19"": 0.20003487723214286, ""20"": 0.0666634336044487}",10,1,AM1AQT,A1P6OXEJ86HQRM,35,Male,Bacheloräó»s Degree,"Franklin, Ohio",20000,Pleased,The reward was larger than what seemed like the average reward.,The pay was lower than average or at the beginning I was trying to explore to find what payments were typical.,n/a,0,1,1
4,rdbxmuu3,,0,35,35,survey,1,SecretCode,10.148.19.3,2017-11-20 20:57:20.240110+00:00,1,,,176,$176.00 ,gw81rxlf,,,,,,0,0.01,$0.00 ,4,,0,1,1,6,,0,3,1,1,6,18,"{""0"": 14, ""1"": 13, ""2"": 12, ""3"": 6, ""4"": 4, ""5"": 13, ""6"": 20, ""7"": 15, ""8"": 20, ""9"": 11, ""10"": 15, ""11"": 18, ""12"": 16}",2,18,2,1,fair,"[0, 1, 2]",[],,1,1,8,20,"{""0"": 14, ""1"": 13, ""2"": 12, ""3"": 6, ""4"": 4, ""7"": 15, ""8"": 20, ""9"": 11, ""11"": 18, ""12"": 16}",1,20,2,1,fair,[0],"[1, 2]",,2,1,8,20,NA,1,20,2,1,fair,[],"[0, 2]",,3,1,8,18,NA,1,18,2,1,fair,[],"[0, 2]",,4,1,8,18,NA,1,18,2,1,fair,[2],[0],,5,1,8,17,NA,1,17,2,1,fair,[],"[0, 2]",,6,1,8,17,NA,2,17,2,1,fair,[2],[0],,7,1,11,17,"{""0"": 14, ""1"": 13, ""2"": 12, ""3"": 6, ""4"": 4, ""5"": 13, ""9"": 11, ""10"": 15, ""11"": 18, ""12"": 16}",2,17,2,1,fair,[0],[2],,8,1,12,15,"{""0"": 14, ""1"": 13, ""2"": 12, ""3"": 6, ""4"": 4, ""5"": 13, ""9"": 11, ""10"": 15, ""12"": 16}",2,15,2,1,fair,[0],[2],,9,1,7,16,"{""0"": 14, ""1"": 13, ""2"": 12, ""3"": 6, ""4"": 4, ""5"": 13, ""7"": 15, ""9"": 11, ""10"": 15}",,16,2,1,fair,"[0, 2]",[],,10,4,TN3OOV,A3NKTB1JU5AKIW,31,Female,Attended College,"Clarksville, USA",22000,Very pleased,good pay,low pay,n/a,0,1,1
6,vkrwyi88,,0,35,35,survey,1,SecretCode,10.43.224.30,2017-11-20 20:57:34.208727+00:00,1,,,174,$174.00 ,gw81rxlf,,,,,,0,0.01,$0.00 ,6,,0,1,1,3,,0,3,1,3,10,17,"{""0"": 14, ""1"": 13, ""2"": 14, ""3"": 3, ""4"": 6, ""5"": 13, ""6"": 17, ""7"": 19, ""8"": 18, ""9"": 14, ""10"": 20, ""11"": 20, ""12"": 18}",1,17,2,1,fair,"[0, 1, 2]",[],,1,3,10,19,NA,1,19,2,1,fair,[0],"[1, 2]",,2,3,10,20,NA,1,20,2,1,fair,[],"[0, 2]",,3,3,10,16,NA,2,16,2,1,fair,[],"[0, 2]",,4,3,11,16,"{""0"": 14, ""1"": 13, ""2"": 14, ""3"": 3, ""4"": 6, ""5"": 13, ""6"": 17, ""7"": 19, ""9"": 14, ""11"": 20, ""12"": 18}",1,16,2,1,fair,[2],[0],,5,3,11,13,NA,2,13,2,1,fair,[],"[0, 2]",,6,3,7,19,"{""0"": 14, ""1"": 13, ""2"": 14, ""3"": 3, ""4"": 6, ""5"": 13, ""6"": 17, ""7"": 19, ""9"": 14, ""12"": 18}",1,19,2,1,fair,[2],[0],,7,3,7,18,NA,1,18,2,1,fair,[0],[2],,8,3,7,16,NA,2,16,2,1,fair,[0],[2],,9,3,8,20,"{""0"": 14, ""1"": 13, ""2"": 14, ""3"": 3, ""4"": 6, ""5"": 13, ""6"": 17, ""8"": 18, ""9"": 14, ""12"": 18}",,20,2,1,fair,"[0, 2]",[],,10,6,V1A44E,A1KH1O9AZ7S642,24,Male,Attended College,"Silver Spring, Maryland, USA",17000,Very pleased,I stayed at the planets that gave me a high payout. ,"Once they went down a little, I moved around.",N/A,0,1,1
7,oncpwu02,,0,35,35,survey,1,SecretCode,10.164.78.133,2017-11-20 20:57:34.525140+00:00,1,,,73,$73.00 ,gw81rxlf,,,,,,0,0.01,$0.00 ,7,,0,1,1,4,,0,3,1,1,12,6,"{""0"": 4, ""1"": 9, ""2"": 11, ""3"": 20, ""4"": 15, ""5"": 2, ""6"": 8, ""7"": 9, ""8"": 15, ""9"": 15, ""10"": 17, ""11"": 20, ""12"": 10}",2,6,3,2,self,"[0, 1, 2]",[],"{""0"": 0.0, ""1"": 0.19, ""2"": 0.36000000000000004, ""3"": 0.51, ""4"": 0.6400000000000001, ""5"": 0.75, ""6"": 0.84, ""7"": 0.9099999999999999, ""8"": 0.96, ""9"": 0.9900000000000001, ""10"": 1.0, ""11"": 0.99, ""12"": 0.96, ""13"": 0.8531249999999999, ""14"": 0.7875000000000001, ""15"": 0.75, ""16"": 0.5999999999999999, ""17"": 0.478125, ""18"": 0.31764705882352934, ""19"": 0.19000000000000017, ""20"": 0.0}",1,1,1,11,"{""1"": 9, ""2"": 11, ""3"": 20, ""4"": 15, ""5"": 2, ""6"": 8, ""7"": 9, ""8"": 15, ""9"": 15, ""10"": 17, ""11"": 20}",1,11,3,2,self,"[0, 2]",[1],"{""0"": 0.0, ""1"": 0.19, ""2"": 0.3375, ""3"": 0.51, ""4"": 0.6400000000000001, ""5"": 0.703125, ""6"": 0.85, ""7"": 0.8617647058823529, ""8"": 0.8470588235294116, ""9"": 0.9281250000000001, ""10"": 0.8333333333333334, ""11"": 0.928125, ""12"": 0.8470588235294116, ""13"": 0.6735197368421052, ""14"": 0.6948529411764707, ""15"": 0.703125, ""16"": 0.5624999999999999, ""17"": 0.35859375, ""18"": 0.2647058823529411, ""19"": 0.16764705882352954, ""20"": 0.0}",2,1,1,8,NA,1,8,3,2,self,"[1, 2]",[0],"{""0"": 0.0, ""1"": 0.19, ""2"": 0.31640625, ""3"": 0.51, ""4"": 0.6400000000000001, ""5"": 0.6591796875, ""6"": 0.8676470588235294, ""7"": 0.8192041522491349, ""8"": 0.7614379084967319, ""9"": 0.8701171875000001, ""10"": 0.6944444444444444, ""11"": 0.8189338235294118, ""12"": 0.7058823529411763, ""13"": 0.5317261080332409, ""14"": 0.61310553633218, ""15"": 0.6591796875, ""16"": 0.4963235294117646, ""17"": 0.25613839285714285, ""18"": 0.261609907120743, ""19"": 0.13970588235294126, ""20"": 0.0}",3,1,1,4,NA,2,4,3,2,self,[2],"[0, 1]","{""0"": 0.0625, ""1"": 0.19, ""2"": 0.296630859375, ""3"": 0.51, ""4"": 0.6400000000000001, ""5"": 0.61798095703125, ""6"": 0.8341503267973857, ""7"": 0.781650722572766, ""8"": 0.653766769865841, ""9"": 0.8157348632812501, ""10"": 0.5787037037037037, ""11"": 0.7225886678200693, ""12"": 0.588235294117647, ""13"": 0.4197837694999271, ""14"": 0.5409754732342765, ""15"": 0.61798095703125, ""16"": 0.437932525951557, ""17"": 0.1829559948979592, ""18"": 0.24620743034055725, ""19"": 0.11642156862745107, ""20"": 0.0}",4,1,0,0,"{""0"": 4, ""2"": 11, ""3"": 20, ""4"": 15, ""5"": 2, ""6"": 8, ""7"": 9, ""8"": 15, ""9"": 15, ""10"": 17, ""11"": 20}",2,0,3,2,self,"[0, 1, 2]",[],"{""0"": 0.12109375, ""1"": 0.19, ""2"": 0.2780914306640625, ""3"": 0.540625, ""4"": 0.6823529411764707, ""5"": 0.5793571472167969, ""6"": 0.8062363834422659, ""7"": 0.7485153434465582, ""8"": 0.5687632393677692, ""9"": 0.764751434326172, ""10"": 0.48225308641975306, ""11"": 0.6375782363118258, ""12"": 0.4901960784313725, ""13"": 0.33140823907888983, ""14"": 0.47733129991259693, ""15"": 0.5793571472167969, ""16"": 0.38641105231019734, ""17"": 0.13068285349854228, ""18"": 0.23465557275541796, ""19"": 0.09701797385620922, ""20"": 0.0}",5,1,2,7,"{""2"": 11, ""3"": 20, ""4"": 15, ""5"": 2, ""6"": 8, ""8"": 15, ""9"": 15, ""10"": 17, ""11"": 20}",1,7,3,2,self,[0],"[1, 2]","{""0"": 0.22449448529411764, ""1"": 0.19, ""2"": 0.2607107162475586, ""3"": 0.5693359375, ""4"": 0.6797385620915034, ""5"": 0.5431473255157471, ""6"": 0.782974763979666, ""7"": 0.6793183417610208, ""8"": 0.5016551889745546, ""9"": 0.7169544696807862, ""10"": 0.4018775720164609, ""11"": 0.5625690320398462, ""12"": 0.4084967320261437, ""13"": 0.26163808348333406, ""14"": 0.3977760832604974, ""15"": 0.5431473255157471, ""16"": 0.3409509285089976, ""17"": 0.08910194556718792, ""18"": 0.22599167956656346, ""19"": 0.08084831154684102, ""20"": 0.0}",6,1,2,4,NA,2,4,3,2,self,"[1, 2]",[0],"{""0"": 0.315730428200692, ""1"": 0.240625, ""2"": 0.24441629648208618, ""3"": 0.59625244140625, ""4"": 0.6945304437564501, ""5"": 0.5092006176710129, ""6"": 0.7635900810941662, ""7"": 0.5594887563207656, ""8"": 0.5013067281378063, ""9"": 0.6326068850124584, ""10"": 0.3348979766803841, ""11"": 0.46880752669987186, ""12"": 0.32249742002063975, ""13"": 0.18688434534523862, ""14"": 0.31403374994249794, ""15"": 0.5092006176710129, ""16"": 0.3218033646123665, ""17"": 0.05810996450033995, ""18"": 0.19086413884775877, ""19"": 0.06382761437908502, ""20"": 0.0}",7,1,7,8,"{""5"": 2, ""6"": 8, ""7"": 9, ""8"": 15, ""9"": 15, ""10"": 17, ""11"": 20}",1,8,3,2,self,[0],"[1, 2]","{""0"": 0.3962327307653165, ""1"": 0.2711397058823529, ""2"": 0.2291402779519558, ""3"": 0.6214866638183594, ""4"": 0.7208978328173375, ""5"": 0.4773755790665746, ""6"": 0.7474361786895829, ""7"": 0.49487292118149917, ""8"": 0.47598004610335476, ""9"": 0.558182545599228, ""10"": 0.26439313948451376, ""11"": 0.42274278423674094, ""12"": 0.254603226332084, ""13"": 0.17287569000811723, ""14"": 0.24792138153355103, ""15"": 0.4020004876350102, ""16"": 0.277478593770738, ""17"": 0.11044805644250381, ""18"": 0.16095675344651592, ""19"": 0.047870710784313764, ""20"": 0.0}",8,1,7,10,NA,1,10,3,2,self,[],"[0, 1, 2]","{""0"": 0.44130505341554155, ""1"": 0.298064446366782, ""2"": 0.27731901057995856, ""3"": 0.6451437473297119, ""4"": 0.7406733746130032, ""5"": 0.44753960537491366, ""6"": 0.6953443515970391, ""7"": 0.49633780084392803, ""8"": 0.46089548597956004, ""9"": 0.4925140108228482, ""10"": 0.26136300485619507, ""11"": 0.3670570881775557, ""12"": 0.2010025471042768, ""13"": 0.13819751346622147, ""14"": 0.19572740647385606, ""15"": 0.37000038497500803, ""16"": 0.2984241211067113, ""17"": 0.1406431094860599, ""18"": 0.13657405206790954, ""19"": 0.034193364845938407, ""20"": 0.0}",9,1,7,15,NA,,15,3,2,self,[],"[0, 1, 2]","{""0"": 0.5344208778462847, ""1"": 0.3218215703236312, ""2"": 0.32248657241871115, ""3"": 0.6673222631216049, ""4"": 0.7555050309597524, ""5"": 0.41956838003898156, ""6"": 0.6215082636977793, ""7"": 0.49738414345994864, ""8"": 0.4310187952040609, ""9"": 0.43457118602016015, ""10"": 0.2343069082306155, ""11"": 0.3252928161331668, ""12"": 0.15868622139811328, ""13"": 0.11381343340716008, ""14"": 0.15452163668988636, ""15"": 0.32750028873125603, ""16"": 0.32601391602310265, ""17"": 0.14677309436753208, ""18"": 0.11725426080840935, ""19"": 0.06303751969537817, ""20"": 0.0}",10,7,E87K5G,A1RZT7L92M3XY0,58,Female,Attended College,"yorba linda, ca, usa",3000,Pleased,thought it might give another decent payment,hoped it would give a bigger payment,n/a,0,1,1
